x,y,z,phi1,PHI,phi2,phase
0.0,0.0,0.0,0.9934283060224653,-0.2765286023423693,1.295377076201385,1
0.0,0.0,1.0,3.0460597128160507,-0.46830674944667194,-0.4682739138983611,1
0.0,0.0,2.0,3.158425631014783,1.5348694583058176,-0.9389487718699042,1
0.0,0.0,3.0,1.0851200871719293,-0.9268353856249245,-0.9314595071405137,1
0.0,0.0,4.0,0.48392454313206823,-3.826560489315596,-3.4498356650260655,1
0.0,1.0,0.0,-1.1245750584819454,-2.0256622406688476,0.6284946651905478,1
0.0,1.0,1.0,-1.8160481510424222,-2.8246074026705834,2.931297537843108,1
0.0,1.0,2.0,-0.4515526009730713,0.13505640937584767,-2.8494963724269136,1
0.0,1.0,3.0,-1.0887654490503653,0.22184517941973217,-2.3019871548446056,1
0.0,1.0,4.0,0.7513960366913439,-1.20127737983761,-0.5833874995865536,1
0.0,2.0,0.0,-1.2034132244587938,3.7045563690178756,-0.026994449475867828,1
0.0,2.0,1.0,-2.1154218579118,1.645089824206378,-2.4416872999420445,1
0.0,2.0,2.0,0.4177271900095108,-3.919340247759551,-2.656372097796861,1
0.0,2.0,3.0,0.39372247173824704,1.4769331599908209,0.342736562379941,1
0.0,2.0,4.0,-0.23129656477648106,-0.6022073911785776,-2.9570439807348547,1
0.0,3.0,0.0,-1.4396884167894173,-0.921277541919575,2.1142444524378314,1
0.0,3.0,1.0,0.6872365791369228,-3.526080310725468,0.64816793878959,1
0.0,3.0,2.0,-0.7701645608326331,-1.3538440006119175,1.2233525776817358,1
0.0,3.0,3.0,2.061999044991902,1.8625602382323971,-1.678435046445277,1
0.0,3.0,4.0,-0.6184247517024292,0.6625268628071279,1.9510902542447184,1
0.0,4.0,0.0,-0.9583484756905799,-0.37131795332763423,-2.2126699480120564,1
0.0,4.0,1.0,-2.3924132481613416,1.625051644788396,2.712480057141646,1
0.0,4.0,2.0,-0.1440202431606677,2.0070657957840483,0.7232720500952683,1
0.0,4.0,3.0,-1.2902395092102485,0.7227912110168279,3.0760731329319384,1
0.0,4.0,4.0,-0.07165207821990306,3.129287311628012,-5.239490208179489,1
0.0,5.0,0.0,1.6438050087504477,0.17409413647634267,-0.5980147009317357,1
0.0,5.0,1.0,0.1835215530710046,-3.9751378292017856,-0.43934377567502386,1
0.0,5.0,2.0,0.7142251430234928,2.955788089483032,-1.0365404365472948,1
0.0,5.0,3.0,-1.6169872057863752,-1.003514087169073,1.8308042354041483,1
0.0,5.0,4.0,0.6575022193193689,-1.0595204075340776,1.0265348662267122,1
0.0,6.0,0.0,0.19415509869608077,1.9372899810657784,-1.4041061877547047,1
0.0,6.0,1.0,-0.6553242931955364,-0.7842163062643153,-2.927029896264237,1
0.0,6.0,2.0,0.5922405541291521,0.5221105443597787,0.0102269132849218,1
0.0,6.0,3.0,-0.46917426675029483,-2.8307414841008285,-0.8412906455307181,1
0.0,6.0,4.0,-0.685429033053539,-1.6045545384432378,-0.32257142333201827,1
0.0,7.0,0.0,0.8081017136290768,3.7723718024210604,0.3491556256636779,1
0.0,7.0,1.0,0.515100781445528,-0.1488918315323342,-3.837542430598083,1
0.0,7.0,2.0,-0.053027750898433756,0.12046041988205287,4.926484224970572,1
0.0,7.0,3.0,-0.38472192956224505,0.6030946846672249,-0.06942353941048662,1
0.0,7.0,4.0,-2.337356075239064,2.285645629030041,1.5038660653735483,1
0.0,8.0,0.0,1.5820638940860938,-1.8187749095894779,2.8055886218721984,1
0.0,8.0,1.0,-2.8037021255845618,1.1737141876005406,4.380911251619957,1
0.0,8.0,2.0,-1.9810726502613767,-1.1325954592055438,0.19930273017528244,1
0.0,8.0,3.0,-1.0069513082323984,-3.1013268621322654,0.13712594961205465,1
0.0,8.0,4.0,-2.1246074274522098,0.9471848612703632,-1.8388484684676067,1
0.0,9.0,0.0,3.0998688100350797,-1.5665065846724742,-0.6441230324113512,1
0.0,9.0,1.0,1.6270344347393395,-2.4617286328679104,0.45491986920825883,1
0.0,9.0,2.0,2.614285508564856,-3.214966469122455,0.3692677170646084,1
0.0,9.0,3.0,0.519765588496847,1.56364574355462,-2.473901421756164,1
0.0,9.0,4.0,-2.6409132261685526,1.0438831312337953,0.5939693464663721,1
1.0,0.0,0.0,0.5009857006917533,0.6928964189939517,-1.3600494431569816,1
1.0,0.0,1.0,0.4645073943220071,0.5861449465973625,-1.4287028360527356,1
1.0,0.0,2.0,3.731549022289513,0.947665841823575,-2.382606994405297,1
1.0,0.0,3.0,1.3131072172676594,-1.9493633404546429,1.574169207484904,1
1.0,0.0,4.0,2.317191158014808,-1.641364636703421,1.9267522584886436,1
1.0,1.0,0.0,0.8255618538729966,1.64412031998898,3.7935859653078947,1
1.0,1.0,1.0,-0.490776232005741,-1.5074723287149792,-1.7790288592510466,1
1.0,1.0,2.0,-1.6316205699308766,-0.15420341882820823,0.682303949633287,1
1.0,1.0,3.0,0.5533815986600381,1.6543664980720476,0.02600378375581404,1
1.0,1.0,4.0,2.9070681543146337,-0.5293136664759122,5.440338333179238,1
1.0,2.0,0.0,1.2513346955300124,-1.714315112832565,-2.1417849961222246,1
1.0,2.0,1.0,0.9649448304863706,-0.4469255706517017,1.4280009881841838,1
1.0,2.0,2.0,0.9464752491470897,-0.14565782531374555,-1.69358743613681,1
1.0,2.0,3.0,-3.0296944493717293,-0.8930299041340422,1.7127975886469446,1
1.0,2.0,4.0,0.4281874882604079,-2.491477557423976,0.346361851702364,1
1.0,3.0,0.0,0.7706347594576736,-1.767714872402266,0.3074502118910558,1
1.0,3.0,1.0,0.11641743689199979,-2.285940595661246,0.7155747206965666,1
1.0,3.0,2.0,1.1215690527364688,2.166102486350554,2.107604104069806,1
1.0,3.0,3.0,-2.755338735914182,-1.8756500798302456,1.0300705344173195,1
1.0,3.0,4.0,1.0275719018244176,1.0300953726120956,7.7054629813094415,1
1.0,4.0,0.0,1.141781021386334,2.271131280361198,1.9080035269864046,1
1.0,4.0,1.0,1.302782502611596,-0.6305384892806911,1.5179384409865344,1
1.0,4.0,2.0,-1.5456504290751436,-0.47363721348001775,-0.9707270956582069,1
1.0,4.0,3.0,0.1637482787726451,4.629317133347017,-3.7345303851834966,1
1.0,4.0,4.0,1.3725203807490272,-3.2254317423793037,-0.943863731578867,1
1.0,5.0,0.0,2.1779011939347326,0.12856003819092554,-2.1554895558586122,1
1.0,5.0,1.0,-1.4306074185199364,1.3591954978693517,-1.4607332634342733,1
1.0,5.0,2.0,0.43291717916394973,0.09114367980762754,-1.3032006952116337,1
1.0,5.0,3.0,4.287888178650651,1.2678380446360225,-4.050285173315214,1
1.0,5.0,4.0,0.3729086295388553,-1.323572929536776,1.704866669592448,1
1.0,6.0,0.0,-1.5850414768654013,-0.22947288293379803,1.0099745579609143,1
1.0,6.0,1.0,1.731510388340243,-2.4005928141115525,-0.6690024716818967,1
1.0,6.0,2.0,-0.9498906223219123,-1.3066584651474238,3.5309084805621938,1
1.0,6.0,3.0,0.8099634219219111,-2.5217679086700904,1.8357238941095522,1
1.0,6.0,4.0,4.2443123940252665,2.0649305211022937,-3.038739931908027,1
1.0,7.0,0.0,-0.9684681457325027,2.5338222983732455,-1.4153389312375615,1
1.0,7.0,1.0,0.8876388562924569,1.5492681068586736,-1.853860943156166,1
1.0,7.0,2.0,-0.11905071212360016,-6.482534680138145,-2.0487752826685797,1
1.0,7.0,3.0,-0.5051363027863206,-2.495566363929699,3.2648226078632705,1
1.0,7.0,4.0,-2.8602827559212654,-0.8800889733939675,0.2614811545721827,1
1.0,8.0,0.0,2.882546578132231,-2.8717243023588788,2.326327504309919,1
1.0,8.0,1.0,0.020466122039174098,-1.9630173020959019,0.9242069485265415,1
1.0,8.0,2.0,0.39811939114694006,-1.2004337543175894,0.13960416998003772,1
1.0,8.0,3.0,-0.7706271937235198,0.22703469050249597,1.3242613490420927,1
1.0,8.0,4.0,3.172033632290704,-2.475630997653698,4.266066749312533,1
1.0,9.0,0.0,-3.9041755990450038,-0.3035701900711665,1.1766344129691524,1
1.0,9.0,1.0,0.5619837354700654,-1.2453990396411878,-0.41624450071455066,1
1.0,9.0,2.0,-0.9860018693176662,-1.1787295138884235,1.69920419404205,1
1.0,9.0,3.0,0.7140309719300947,-1.3858191905213084,1.7991997508665014,1
1.0,9.0,4.0,0.6145990417532187,1.6257242376779202,1.2592576838472245,1
2.0,0.0,0.0,-1.657990021844145,-1.1203620803939394,1.4945872102465236,1
2.0,0.0,1.0,1.2207405308669297,-0.041803187928296265,0.234654766617564,1
2.0,0.0,2.0,2.55532979157685,-1.1831427776716599,1.0941947623400754,1
2.0,0.0,3.0,-0.40438530486778795,-0.43536240645444074,2.1975537039743807,1
2.0,0.0,4.0,1.6508326979760597,1.627019272001277,2.610957614308658,1
2.0,1.0,0.0,0.0420076832655181,1.3639059425899278,-0.6205335131869121,1
2.0,1.0,1.0,0.6483327049768842,-0.26028610873536917,0.19399192998543638,1
2.0,1.0,2.0,1.1903140508738272,-1.636441366466945,4.1847745513709205,1
2.0,1.0,3.0,-2.012034762999404,-2.4283772255754643,2.3162217470001356,1
2.0,1.0,4.0,1.5833253879258717,1.2482396341043103,1.2566910185285598,1
2.0,2.0,0.0,-0.024493545693829246,-1.794508742971663,0.15160911638745267,1
2.0,2.0,1.0,-1.3543234230242234,1.9502394668355023,-0.2941147630042773,1
2.0,2.0,2.0,-1.650994393585023,-0.6427716833059869,0.825862908551249,1
2.0,2.0,3.0,-1.1274491056079499,-1.644440791132863,0.4873744229838246,1
2.0,2.0,4.0,0.48993314221744555,-1.0138863507422595,-0.9420766112366455,1
2.0,3.0,0.0,0.4640998747152726,-2.8961686829946482,-2.8149275487531105,1
2.0,3.0,1.0,-1.436888442504872,-0.4268943034236945,0.6218151311960092,1
2.0,3.0,2.0,2.950712433899104,1.7153192464040388,-0.3198770599268542,1
